Longitude	Latitude
-80.43876447751417	-0,9519244059855368
-80.42499386576185	-0,7890541493993685
-78.4154028108096	-0,0191854793665598
-79.91790871558031	-2,1991032880049435
-80.48995382890078	-0,496245130223165
	-1,3148891585072358
-78.54559992364565	0,055064103647207
-78.49972711568111	-0,1882161161307749
-79.87894599789573	-2,115779201847797
	-0,0955385647887051
-80.40607403125583	-0,8151720361393175
-79.9031655278541	-2,249732258681263
-80.36182146170741	-1,398236145494144
-79.90801812876921	-2,2469852723904005
-78.50915744407085	-0,0638666475729366
-80.4705955874449	-1,3386085168281625
-80.48349794866584	-1,0596817215116576
-80.4297046019794	-0,6148994843245789
-78.41681694847279	0,0171786578077168
-78.44901865492324	-0,0111788355539953
-79.93731029965106	-2,186014172746634
-78.62107719150823	-0,083541145606703
-80.35578619004805	-1,4480337670408876
-80.34208843808631	-0,6257789707709007
-78.42760594226034	0,0584328236519887
-79.94259546258428	-2,159854892632915
-80.35337926684055	-1,123136570015658
-80.47050410678277	-0,6561032975978357
-78.52585150688512	0,0110344293712571
-80.28722100087838	-1,4303099211853747
-79.91200655362061	-2,0944500625371862
-78.51355427081279	-0,1962097310915009
-79.92366062404248	-2,166587594933781
-79.89130362082649	-2,164567950880604
-80.45434188839081	-0,8628574871072765
-78.58956119425817	-0,2018671223343464
-79.83340899285695	-2,198157265996348
-79.87834949478477	-2,1274016953660206
-79.93945404272498	-2,214182471225554
-79.89862003893012	-2,2126805856484904
-79.89922638770857	-2,1560824391791407
-79.86653247405965	-2,150013237021864
-80.47603939795074	-0,7301764016088282
-79.88387728745779	-2,245972296484621
-79.86777329048597	-2,252734219917573
-79.91738717923637	-2,2112692237874634
-80.36664028027243	-0,5046447665538136
-80.42567595723719	-1,012836367204078
-78.40310778186661	-0,1848803646848595
-80.45072145471875	-0,7835663547266254
-78.43951742496239	0,0419716681357893
-78.41858524281042	-0,1617341468237806
-80.4467577841688	-1,4607427629105965
-79.92984939724825	-2,2164911677407155
-80.48152799828603	-1,2529569445502342
-80.4618600197368	-1,1379408310953514
-79.84847171325863	-2,2319641166239914
-79.87925409169468	-2,193104773655306
-78.47247864032573	-0,1413253333977304
-79.85100271093562	-2,239280825891484
-80.46035469422857	-1,2649164459820272
-79.92967206792405	-2,1275602189611917
-79.85806385439342	-2,125573250152197
-78.5052639332153	0,0182002266913768
-78.59815593129615	-0,1680620461632256
-79.9273837272302	-2,2356101578269945
-79.92761283369984	-2,121103332783384
-80.47429556348588	-0,5934344958011906
-79.93039998258294	-2,159779513493238
-78.48578733564105	-0,0434215675423953
-78.55998032172272	-0,0381054844578727
-78.44912537093818	-0,2068818225802245
-80.32756977674107	-0,942228917267483
-78.51069319573078	-0,0377085135279529
-78.4177967535685	-0,1664187684155867
-80.37797209240918	-0,5481953052562707
-79.95491044967635	-2,226476845818889
-79.84748403340923	-2,136960102720632
-79.924658320537	-2,1292455866815354
-80.49660769207681	-0,5234471414087557
-78.54144070071527	-0,0283320829523554
-78.37750375216743	-0,0766595688983383
-79.93037600050305	-2,2310732562078925
-78.4276006896469	-0,0619326103503865
-79.91757707948662	-2,166278807160514
-78.43448744143348	-0,0662322355032829
-78.40305961229728	-0,1536209421798741
-79.87996095447558	-2,1361674701202324
-79.89216865087074	-2,1965398512500545
-79.84298172451597	-2,157009731940577
-78.54627675175858	-0,2243110749897896
-78.48880789628463	0,0346329599990495
-79.86277942685913	-2,1663794756221946
-80.41668046789377	-0,5239878622335767
-79.921300255977	-2,120704162146748
-79.89367920719417	-2,199347331730274
-78.42693733135191	-0,0888295078832447
-78.59610323995663	-0,048269125163402
-80.41378452161995	-1,261643847374844
-79.94284308012264	-2,2098063256597578
-80.3014055288965	-0,8340684109208462
-79.84146843092319	-2,1823207711910526
-79.8955728823267	-2,107490825967772
-78.4398813445238	0,0256120697968592
-80.49540690380678	-1,3661854676152214
-80.3628870985873	-1,1537782999101622
-78.50192661546032	-0,0167793675517855
-79.94677016761777	-2,153067218995844
-78.5766172785473	-0,1626949133340951
	-2,099777122646392
-78.55294447748099	-0,2312047166866301
error	999,0
-79.89073906565432	-2,1523821165224137
-80.31263261109544	-0,5105049232319718
-80.39068587300903	-1,059085566026246
-78.55948018359491	-0,2024930198990823
-78.55360448303854	0,0098428422484424
-80.38096693080351	-1,318158432606528
-78.5604732062305	0,050903981843822
-80.34969952037896	-0,7799877983755603
-79.92967898290716	-2,184745610000909
-78.59587541748397	-0,0659677990582848
-78.4098306205114	-0,2274290704370193
-78.57247219708336	-0,0977934244458586
-78.53645333173061	-0,073979510827394
-80.47455692464744	-0,7792746200781362
-79.89896108185026	-2,225373463091912
-78.51178616584401	-0,0751897367315531
-78.5787204463169	0,0123451107086313
-80.4805500630843	-1,2270912664883198
-78.46748527804817	-0,1128729330371427
-78.41811718404064	-0,1847913101460102
-78.53625964112753	-0,255252461690978
-78.47746171012002	-0,0054271073816164
-80.30561697812949	-0,9860094529287368
-80.31549809983542	-1,320240522374343
-78.5365925431521	-0,0090505107002863
-78.52034472894583	-0,0097382646091091
-78.56470269295959	-0,0319334974926836
-79.87091967270558	-2,2042437590731887
-78.42682632070716	-0,0637638006934031
-78.47172351761033	-0,0744594337665765
-78.45773277465207	-0,2201706493404108
-78.45637795557612	0,0070300315934583
-80.41661661614158	-1,4236072213760351
-80.4474995261103	-0,5767491681862672
-78.43065200557321	-0,1086181730194443
-79.94893138445025	-2,229890094458085
-79.89513941474307	-2,2162053414028824
-79.91748391178564	-2,249925507072519
-80.44724240210822	-1,2610478126070104
-78.44385889948273	-0,0402128509444011
	-1,2775543355001078
-78.47822778256268	0,0100770324605828
error	999,0
-80.45735985640908	-1,1700120381257049
-80.39675603165071	-0,6230804323421012
-79.89957184928626	-2,201976100926877
-78.4383932744948	-0,0368036188342254
-79.91586156756328	-2,204398924701887
-80.34482936765988	-0,6829773790880127
-78.47653471095734	-0,2235032991229348
-79.94335054101916	-2,139765071677151
-79.91825502235648	-2,2137248635879576
-79.88274265063968	-2,161000387629696
-78.5484889020812	-0,0419074116715307
-80.43436690366862	-0,8532471898505907
-80.37058667486478	-1,0103131395771023
-78.5384005167909	-0,0572611217034304
-79.89056290942212	-2,137975166579219
-79.92619276813627	-2,2372642297658043
-80.43693937712759	-1,1625865449589636
-80.51343212052747	-1,137741062882963
-79.87990569709984	-2,1751421031630294
-79.91340609097533	-2,129399441267885
	-0,7536198237318572
-78.51529928337801	0,014497920476963
-79.91117521046974	-2,217730185599061
-80.36915712473014	-0,9652991657543872
-78.44241305780878	-0,1483684736397677
error	999,0
-79.87851608265454	-2,226289178519574
-80.37460833045168	-1,3445592937324875
-80.35323653815212	-0,6367744526668103
-78.56127980599192	-0,2252787580600567
-80.39774286458618	-0,91046294697782
-80.41505108163359	-0,6259068547460908
-78.56231752620467	0,049515245585268
-79.95605510707483	-2,123089855495745
-79.84615447814109	-2,252531925291343
-79.89375801531925	-2,151584536783824
-78.41896828425409	-0,050034001217182
-80.33805147767879	-1,2975219697491884
-80.49873937419115	-1,4615945343947616
-80.3336846540714	-0,6270631947672842
-79.864693022219	-2,210146868699544
	-1,0852637944972492
-80.40007905466263	-0,5793200857897873
-79.91338418864548	-2,1761007835688506
-80.44843925924239	-1,44775044037958
-79.90625152382194	-2,184780625438816
-78.4166454592885	0,0201246586739223
-79.92883321119514	-2,112497891084252
	-0,7903226820506039
-78.45420521183217	-0,1451761787189517
-80.31388742950404	-0,6782438301808563
-80.4148197250541	-1,1730455202225327
-78.58184881857107	-0,1094943051928388
-79.90859463912898	-2,221473535754289
-78.4822711507539	-0,2262993033224462
-78.53229411930603	-0,1489148350161618
-80.39568534958535	-1,293163041488482
-79.90497677197499	-2,2067208869437294
-79.90428416062751	-2,141409976784741
-80.4968575984329	-0,7905163019401374
-79.91091259044437	-2,2167932465314943
-79.92594296239481	-2,2128452666258576
-80.40312511475162	-0,8864741938679556
-78.44388841907306	-0,2022105313353238
-79.94547357627921	-2,2161717463092105
-78.41246925550335	-0,0089741419935849
-80.469093540821	-0,6155013345360068
-80.48527338844379	-0,9800569808551322
-78.4478008044402	-0,0539496885384124
-79.9048180322052	-2,1348491468297235
-80.34947285969048	-1,2988710970769206
	-0,0040233593428667
-79.88290191560657	-2,118116384853431
-80.39996050306632	-0,6950411241990478
-80.46252825343286	-0,9549311588675268
-79.8870238407955	-2,1664406413620174
-80.31809770341688	-1,2579490195757528
-80.45955477370121	-1,4176721548985158
	-1,2239505747350763
-78.52987142196822	-0,2127789270967166
-79.87612872611727	-2,1352618471937546
-79.86096371144616	-2,1120096746391277
-79.88624373338648	-2,203371825959948
-80.41505109220523	-0,8727033558695348
-80.44702667256011	-0,6988170357655533
-80.49150973568135	-1,0065894394465875
-80.48978568916468	-0,5781705335394839
-78.40388829394074	-0,2021467504122144
-79.84902795181479	-2,132220170299309
-80.36325539543695	-0,7496775004824927
-78.49658202802708	0,0243894765636938
-78.42084699911118	-0,2342680385159559
-80.31126816310714	-1,2400866023725023
-80.4157924771259	-0,9206460363223326
-79.88332920806175	-2,154016029103324
-78.45293581833442	-0,192984097061209
-79.84800695253895	-2,121301774661165
-78.57802105155383	-0,1903805377382312
-79.91983883434007	-2,2357205612431152
-78.47925934973156	-0,1045850327974341
-78.45692588242927	0,0242892003261438
-79.8965955249034	-2,169939260467947
-79.92991721720608	-2,195627425721521
-80.34980028462385	-0,6084056270614829
-79.89845906050229	-2,234923436265297
-79.86282461337886	-2,145553334805108
-79.9289789804889	-2,2095721026523285
-80.3403112477442	-1,038173457173141
-79.84600934899039	-2,1840645342088165
-79.93056031936966	-2,223663630295603
-78.56709355053084	0,003923324359399
	-1,1648682662187593
-78.57526616056175	-0,0351650709453225
-80.44354340074231	-1,3572524787660027
-80.33329100839555	-0,7469352938135059
-79.94118716621239	-2,1813880895340536
-79.96131215663695	-2,1566645077691304
-78.39704089477075	-0,0578544460543432
-78.54607410812028	-0,0410800363345224
